method,154227,49661,211985,535994,1060751,288693,45623,70918,60899,133105,317572,521999,937821,311779,133071,209906,125699,552791
bloom_adapted,1,0,1,0,0,1,0,1,1,0,2,0,1,1,1,0,1,1
mt_finetuned,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1
gpt4,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
mt_zeroshot,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0
mt5_base,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
